"Story","Title","Result","Date","Stability","Duration (s)"
"funcionalidad creacion de cuenta en http://automationpractice.com/","registro para una nueva cuenta","SUCCESS","2022-03-26T23:29:10.281-05:00[America/Bogota]","0.0","64.48"
"funcionalidad creacion de cuenta en http://automationpractice.com/","registro invalido","SUCCESS","2022-03-26T23:30:15.659-05:00[America/Bogota]","0.0","37.27"
